Date,Hour,City,City_Code,Grid_ID,Consumer_Type,Energy_Consumption_kWh,Renewable_Energy_kWh,Grid_Load_Percentage,Voltage_Level,Power_Outage,Temperature_C,Tariff_Rate,Energy_Cost,Peak_Hour,Smart_Meter_ID
20-09-2025,23,Kolkata,PUN,G170,Residential,6.38,2.38,53.65,230.09,0,26.72,6.22,39.71,No,SM17214
20-09-2025,4,Mumbai,MUM,G594,Industrial,61.62,24.12,59.16,221.98,0,27.35,9.37,577.61,No,SM75675
11-06-2025,1,Chennai,CHE,G588,Residential,4.68,2.95,39.47,220.18,0,35.71,7.64,35.79,No,SM32013
02-03-2025,9,Delhi,DEL,G320,Industrial,169.88,71.7,59.99,221.99,0,28.28,8.31,1412.47,No,SM24844
26-04-2025,9,Delhi,DEL,G661,Residential,6.1,2.73,33.61,220.33,0,23.98,7.96,48.57,No,SM79311
02-02-2025,18,Ahmedabad,AMD,G697,Residential,12.19,5.97,47.22,234.08,0,33.09,6.13,74.67,Yes,SM84719
06-08-2025,9,Mumbai,MUM,G360,Commercial,50.09,17.26,50.01,234.21,0,29.34,8.51,426.28,No,SM98552
05-07-2025,22,Ahmedabad,AMD,G213,Commercial,86.19,43.05,64.62,221.9,0,30.01,5.68,489.82,Yes,SM25489
28-06-2025,4,Delhi,DEL,G497,Residential,4.29,1.39,30.43,231.76,0,31.4,8.41,36.06,No,SM12454
27-06-2025,21,Mumbai,MUM,G666,Commercial,45.34,8.71,37.53,227.93,0,28.32,8.94,405.17,Yes,SM19812
12-09-2025,8,Mumbai,MUM,G836,Industrial,193.72,53.47,72.37,222.25,0,25.77,8.51,1648.13,No,SM70810
24-05-2025,5,Chandigarh,CHD,G953,Industrial,78.34,33.31,50.83,226.1,0,26.8,6.25,489.77,No,SM55946
09-03-2025,7,Bangalore,BLR,G957,Commercial,46.75,21.61,44.68,226.54,0,30.45,6.55,306.14,No,SM24775
25-11-2025,12,Mumbai,MUM,G450,Industrial,207.88,55.57,61.79,230.94,0,31.85,8.92,1855.05,No,SM51943
19-11-2025,7,Kolkata,PUN,G951,Commercial,15.16,4.92,45.45,232.24,0,31.51,6.58,99.84,No,SM78147
31-07-2025,7,Hyderabad,HYD,G581,Commercial,32.03,14.09,38.2,233.19,0,27.61,7.22,231.2,No,SM70906
10-05-2025,0,Hyderabad,HYD,G687,Residential,4.48,2.18,35.45,222.27,0,26.37,6.53,29.26,No,SM45161
04-01-2025,1,Ahmedabad,AMD,G225,Residential,2.52,1.29,35.25,222.8,0,28.44,5.8,14.63,No,SM21396
21-04-2025,8,Kolkata,PUN,G259,Residential,8.31,2.47,59.81,228.89,0,22.48,6.5,54.03,No,SM66448
11-07-2025,5,Mumbai,MUM,G881,Industrial,194.26,45.32,50.43,232.36,0,26.93,8.94,1735.78,No,SM64104
12-08-2025,16,Chennai,CHE,G796,Industrial,87.93,44.8,57.79,231.74,0,27.72,7.61,668.84,No,SM84144
09-02-2025,8,Bangalore,BLR,G935,Residential,9.86,5.32,34.99,226.04,0,29.17,6.83,67.33,No,SM96938
08-08-2025,16,Bangalore,BLR,G932,Residential,10.58,5.39,36.06,227.45,0,26.46,7.01,74.17,No,SM27795
17-06-2025,13,Hyderabad,HYD,G793,Residential,11.92,5.75,40.19,225.33,0,31.91,6.62,78.92,No,SM26606
24-04-2025,20,Hyderabad,HYD,G623,Commercial,61.39,28.06,58.14,222.31,0,27.24,6.86,421.19,Yes,SM29239
03-01-2025,3,Ahmedabad,AMD,G891,Industrial,113.78,49.83,49.38,227.05,0,29.85,6.33,719.84,No,SM13343
23-05-2025,18,Ahmedabad,AMD,G516,Commercial,118.48,58,42.85,230.69,0,29.81,5.83,690.91,Yes,SM24302
14-01-2025,7,Mumbai,MUM,G502,Industrial,168.21,48.39,64.82,222.32,0,33.83,9.23,1553.11,No,SM18115
13-12-2025,4,Mumbai,MUM,G254,Residential,5.56,1.85,43.56,229.78,0,34.76,8.74,48.61,No,SM60859
09-10-2025,5,Chandigarh,CHD,G109,Commercial,26.91,13.66,40.69,223.35,0,28.44,6.13,164.99,No,SM39418
01-03-2025,2,Ahmedabad,AMD,G847,Industrial,95.92,55.73,63.59,233.84,0,29.34,6.17,591.39,No,SM87635
20-07-2025,9,Mumbai,MUM,G760,Industrial,235.88,53.45,82.59,224.18,0,28.98,9.36,2207.68,No,SM11496
10-11-2025,10,Ahmedabad,AMD,G227,Industrial,144.67,98.15,55.47,234.89,0,35.79,6.12,885.27,No,SM24510
27-05-2025,9,Chandigarh,CHD,G883,Commercial,35.77,15.86,59.58,232.4,0,27.53,6.37,227.83,No,SM35083
17-10-2025,18,Ahmedabad,AMD,G692,Industrial,166.55,91.14,54.66,222.72,0,35.7,6.36,1058.78,Yes,SM33230
15-09-2025,11,Hyderabad,HYD,G323,Residential,10.63,6.3,35.06,227.81,0,26.19,6.76,71.87,No,SM97310
21-12-2025,4,Ahmedabad,AMD,G413,Commercial,32.95,17.45,58.29,221.88,0,35.33,5.87,193.56,No,SM81252
21-08-2025,11,Chandigarh,CHD,G765,Residential,4.14,1.54,41.41,222.66,0,23.92,6.44,26.66,No,SM22628
03-02-2025,22,Delhi,DEL,G836,Commercial,95.19,35.26,44.52,224.58,0,25.74,7.52,716.3,Yes,SM67006
18-10-2025,4,Chennai,CHE,G442,Residential,2.17,1.45,40.22,226.57,0,31.69,7.99,17.38,No,SM45748
31-10-2025,5,Chennai,CHE,G685,Industrial,85.94,45.26,64.59,229.35,0,35.39,7.84,673.55,No,SM32728
10-10-2025,22,Delhi,DEL,G277,Residential,8.99,3.33,31.9,229.5,0,30.99,8.39,75.45,Yes,SM60208
06-04-2025,18,Delhi,DEL,G915,Industrial,316.05,129.81,74.6,223.08,0,32.45,8.39,2652.27,Yes,SM87551
15-05-2025,12,Kolkata,PUN,G596,Commercial,59.6,19.83,49,228.49,0,26.8,6.51,388.08,No,SM18392
22-06-2025,11,Ahmedabad,AMD,G550,Residential,10.57,5.58,33.06,228.33,0,32.45,6.23,65.8,No,SM55243
03-11-2025,6,Hyderabad,HYD,G784,Residential,8.55,3.14,42.85,224.87,0,25.91,7.17,61.27,No,SM66301
15-03-2025,9,Hyderabad,HYD,G279,Residential,3.97,2.36,58.4,224.21,0,28.42,7.11,28.21,No,SM84855
31-05-2025,10,Mumbai,MUM,G209,Commercial,81.21,12.18,51.12,220.58,0,26.95,9.16,743.66,No,SM88084
28-05-2025,13,Mumbai,MUM,G160,Industrial,228.67,78.64,57.87,227.82,0,29.98,9.12,2085,No,SM68951
18-04-2025,5,Delhi,DEL,G102,Commercial,20.01,7.11,36,222.31,0,28.12,7.76,155.35,No,SM95788
10-02-2025,11,Chennai,CHE,G936,Residential,9.72,3.55,51.97,229.68,0,35.32,7.18,69.74,No,SM90778
01-04-2025,5,Kolkata,PUN,G274,Residential,1.55,0.57,58.16,234.98,0,31.4,6.68,10.39,No,SM48187
05-05-2025,17,Chandigarh,CHD,G294,Residential,7.18,2.47,58.72,234.09,0,24.51,5.61,40.24,No,SM79146
08-07-2025,12,Ahmedabad,AMD,G132,Residential,13.22,6.54,37.32,223.23,0,32.76,6.33,83.7,No,SM16451
07-02-2025,20,Ahmedabad,AMD,G667,Commercial,24.68,10.86,41.47,224.23,0,32.53,5.79,142.92,Yes,SM92625
14-08-2025,12,Hyderabad,HYD,G566,Residential,10.25,4.46,51.03,231.71,0,32.67,7.44,76.26,No,SM80757
21-04-2025,1,Kolkata,PUN,G301,Industrial,74.85,27.36,55.21,225.19,0,23.93,6.73,503.82,No,SM10214
28-10-2025,5,Chennai,CHE,G167,Commercial,34.9,17.41,54.49,230.26,0,33.04,7.2,251.26,No,SM30895
08-08-2025,14,Delhi,DEL,G116,Industrial,138.6,35.34,58.86,225.26,0,32.35,7.83,1084.81,No,SM27886
31-05-2025,2,Hyderabad,HYD,G155,Residential,8.01,4.26,40.8,234.6,0,25.77,6.91,55.39,No,SM22471
27-07-2025,6,Bangalore,BLR,G600,Residential,6.14,2.63,49.61,223.78,0,23.08,7.28,44.69,No,SM81425
21-11-2025,0,Chandigarh,CHD,G903,Commercial,22.76,9.68,33.28,227.02,0,26.92,5.61,127.69,No,SM80855
26-03-2025,1,Delhi,DEL,G390,Industrial,107.13,26.65,53.71,228.88,0,32.46,8.3,889.15,No,SM33384
21-02-2025,4,Hyderabad,HYD,G156,Commercial,14.31,7.5,54.43,227.67,0,26.4,6.75,96.53,No,SM88093
06-02-2025,16,Mumbai,MUM,G329,Residential,4.52,1.09,45.45,221.36,0,32.32,8.6,38.92,No,SM54983
26-11-2025,20,Bangalore,BLR,G922,Residential,9.28,4.36,40.93,224.71,0,30.71,7.08,65.67,Yes,SM34066
15-02-2025,9,Chandigarh,CHD,G284,Industrial,98.46,32.91,42.85,232.12,0,27.24,6.15,605.15,No,SM22529
23-11-2025,14,Bangalore,BLR,G979,Residential,2.93,1.32,51.29,232.17,0,24.82,7.38,21.62,No,SM36987
12-02-2025,20,Kolkata,PUN,G168,Industrial,159.31,47.82,70.65,227.29,0,22.23,6.76,1077.02,Yes,SM14765
03-03-2025,10,Mumbai,MUM,G935,Industrial,122.08,23.62,59.21,228.39,0,31.07,8.6,1049.58,No,SM30721
18-07-2025,8,Mumbai,MUM,G652,Residential,14.93,2.31,47.49,227.17,0,32.89,8.74,130.41,No,SM39767
25-03-2025,9,Kolkata,PUN,G610,Commercial,47.58,16.3,51.98,233.98,0,30.28,6.45,306.9,No,SM29628
08-09-2025,9,Hyderabad,HYD,G812,Residential,8.72,4.52,53.87,227.43,0,28.51,6.76,58.92,No,SM79775
15-11-2025,13,Ahmedabad,AMD,G879,Residential,5.34,2.62,46.53,226.02,0,36.86,5.77,30.77,No,SM94314
03-03-2025,5,Delhi,DEL,G773,Commercial,41.61,9.7,48.16,231.93,0,27.07,8.21,341.63,No,SM97553
24-11-2025,17,Kolkata,PUN,G707,Commercial,43.24,13.84,52.17,232.92,0,29.37,6.4,276.64,No,SM42234
11-11-2025,16,Mumbai,MUM,G359,Industrial,123.02,49.11,56.3,225.13,0,27.91,8.63,1061.74,No,SM46279
07-03-2025,10,Chennai,CHE,G775,Commercial,34.63,19.94,40.46,227.57,0,31.91,7.2,249.52,No,SM79483
05-06-2025,21,Ahmedabad,AMD,G196,Residential,14.44,6.94,33.44,224.86,0,28.93,6,86.63,Yes,SM89903
26-11-2025,21,Chandigarh,CHD,G231,Industrial,246.34,106.49,82.63,227.89,0,21.88,6.31,1554.01,Yes,SM16122
05-09-2025,7,Mumbai,MUM,G586,Residential,10.29,3.85,58.03,230.1,0,28.7,9.11,93.78,No,SM36400
01-01-2025,14,Delhi,DEL,G330,Commercial,40.52,16.38,63.05,234.2,0,30.56,7.95,322.19,No,SM66221
03-10-2025,23,Ahmedabad,AMD,G349,Industrial,138.75,95.94,67.87,222.48,0,32.15,6.06,840.18,No,SM63780
11-07-2025,8,Ahmedabad,AMD,G308,Commercial,48.47,34.2,60.85,228.54,0,33.81,5.92,287.09,No,SM91969
20-10-2025,10,Kolkata,PUN,G559,Commercial,52.8,16.45,46.04,225.61,0,23.29,6.25,329.98,No,SM46546
26-07-2025,14,Kolkata,PUN,G459,Commercial,26.97,8.82,44.72,226.5,0,26.13,6.78,182.74,No,SM85515
12-05-2025,15,Bangalore,BLR,G315,Industrial,162.18,76.83,51.22,225.4,0,21.74,6.89,1116.75,No,SM86969
21-06-2025,23,Chennai,CHE,G535,Commercial,17.24,9.95,38.72,221.66,0,29.82,7.24,124.76,No,SM46284
22-01-2025,7,Ahmedabad,AMD,G621,Residential,5.35,3,57.54,227.81,0,29.13,5.52,29.52,No,SM63942
26-02-2025,6,Hyderabad,HYD,G193,Residential,7.82,4.04,49.78,220.22,1,31.39,6.96,54.42,No,SM16192
06-11-2025,23,Chennai,CHE,G467,Industrial,81.91,42.78,50.19,223.11,0,28.77,7.03,575.92,No,SM30268
26-09-2025,21,Bangalore,BLR,G395,Commercial,33.87,17.08,56.39,228.2,0,22.54,6.87,232.57,Yes,SM96157
06-11-2025,16,Hyderabad,HYD,G519,Commercial,49.96,26.57,55,222.75,0,25.59,7.24,361.83,No,SM84611
17-08-2025,23,Mumbai,MUM,G659,Industrial,172.64,54.27,55.26,229.8,0,34.38,9.35,1613.56,No,SM56663
05-04-2025,18,Kolkata,PUN,G948,Industrial,183.66,71.76,43.61,232.45,0,30.82,6.8,1248.29,Yes,SM38289
18-09-2025,10,Mumbai,MUM,G208,Commercial,50.29,10.65,39.03,230.47,0,27.84,8.79,442.2,No,SM59275
10-02-2025,10,Hyderabad,HYD,G833,Residential,8.59,3.8,49.86,226.12,0,24.62,6.75,57.97,No,SM31642
22-04-2025,14,Ahmedabad,AMD,G263,Residential,3.3,1.77,56.33,232.52,0,32.05,5.62,18.54,No,SM80117
24-04-2025,2,Chennai,CHE,G233,Residential,7.13,3.04,48.71,229.36,0,26.24,7.2,51.33,No,SM19508
08-07-2025,3,Hyderabad,HYD,G785,Commercial,30,16.02,39,230.68,0,24.62,6.69,200.8,No,SM48144
26-05-2025,7,Hyderabad,HYD,G897,Industrial,257.14,124.97,62.71,224.99,0,33.6,6.76,1737.14,No,SM87643
18-10-2025,15,Kolkata,PUN,G454,Industrial,130.86,43.16,58.59,226.2,0,31.26,6.53,854.02,No,SM61352
09-01-2025,3,Mumbai,MUM,G100,Industrial,127.1,41.08,46.71,222.48,0,32.86,9.27,1178.83,No,SM37216
11-02-2025,14,Hyderabad,HYD,G997,Industrial,199.18,101.27,73.92,232.62,0,30.98,7.33,1460.5,No,SM95557
09-08-2025,13,Bangalore,BLR,G345,Commercial,45.98,21.69,47.6,233.12,0,23.06,6.69,307.48,No,SM71490
24-02-2025,11,Delhi,DEL,G168,Residential,12.19,4.76,50.22,232.88,0,26.3,7.86,95.75,No,SM69698
10-10-2025,20,Chennai,CHE,G882,Commercial,35.82,10.31,54.58,220.27,0,30.1,7.97,285.6,Yes,SM13252
23-06-2025,8,Hyderabad,HYD,G750,Commercial,28.36,13.02,59.84,229.61,0,27.73,6.7,190.15,No,SM42925
19-07-2025,2,Mumbai,MUM,G910,Residential,7.26,2.4,35.73,234.51,1,26.4,9.26,67.21,No,SM18923
03-02-2025,2,Delhi,DEL,G640,Industrial,87.09,30.48,42.71,226.45,0,29.39,7.87,685.22,No,SM85541
21-11-2025,4,Bangalore,BLR,G809,Residential,2.19,1.06,51.22,223.3,0,21.05,7.06,15.49,No,SM45811
22-06-2025,8,Hyderabad,HYD,G687,Residential,10.64,5.43,34.06,220.21,0,33.51,6.62,70.36,No,SM30407
11-07-2025,3,Kolkata,PUN,G849,Commercial,29.55,9.95,57.98,225.6,0,22.56,6.74,199.17,No,SM67784
21-01-2025,14,Ahmedabad,AMD,G687,Industrial,77.68,36.82,45.77,230.59,0,30.1,6.09,473.23,No,SM71794
05-09-2025,3,Hyderabad,HYD,G141,Commercial,34.22,21.79,60.42,226.09,0,30.89,7.44,254.43,No,SM12380
07-10-2025,4,Ahmedabad,AMD,G373,Commercial,17.65,10.02,37.77,232.97,0,33.7,5.65,99.74,No,SM52686
25-02-2025,15,Bangalore,BLR,G296,Residential,4.09,2.28,57.41,230.89,0,25.01,7.01,28.67,No,SM25643
04-08-2025,0,Bangalore,BLR,G175,Residential,4.88,1.94,34.49,221.02,0,24.12,6.61,32.24,No,SM87720
18-06-2025,20,Hyderabad,HYD,G865,Commercial,135.77,74.19,58.58,224.01,0,24.88,7.36,998.91,Yes,SM99565
13-08-2025,22,Delhi,DEL,G883,Residential,21.63,9.25,51.16,231.23,0,30.72,7.98,172.62,Yes,SM89047
09-05-2025,22,Delhi,DEL,G944,Industrial,445.84,145.32,98.58,220.89,0,23.85,8.04,3583.65,Yes,SM43490
26-01-2025,13,Mumbai,MUM,G790,Industrial,143.68,44.91,59.37,229.33,0,32.6,9.01,1294.88,No,SM96074
07-08-2025,6,Chandigarh,CHD,G334,Residential,7.57,2.67,42.76,227.42,0,24.81,5.56,42.06,No,SM70265
20-09-2025,16,Chandigarh,CHD,G348,Industrial,88.4,36.05,41.84,223.09,0,26.02,5.85,517.17,No,SM69995
05-08-2025,23,Delhi,DEL,G101,Commercial,19.62,6.31,42.96,222.39,0,30.34,8.49,166.64,No,SM17976
10-10-2025,1,Ahmedabad,AMD,G569,Residential,1.94,0.85,43.19,223.75,0,32.91,5.7,11.05,No,SM21103
28-07-2025,7,Chennai,CHE,G654,Commercial,61.77,30.53,37.18,221.21,0,26.65,7.64,472.06,No,SM37616
13-05-2025,2,Delhi,DEL,G979,Industrial,90.99,27.26,39.1,226.14,0,32.08,8.18,744.65,No,SM33264
17-11-2025,14,Bangalore,BLR,G961,Residential,2.75,1.24,58.28,234.79,0,24.44,7.17,19.75,No,SM79491
23-02-2025,22,Kolkata,PUN,G932,Industrial,271.32,88.26,78.15,231.15,0,30.21,6.31,1711.66,Yes,SM94967
11-11-2025,17,Hyderabad,HYD,G808,Commercial,28.09,13.45,43.81,226.67,0,27.86,6.92,194.4,No,SM81700
24-01-2025,17,Bangalore,BLR,G428,Commercial,47.82,21.03,38.78,224.45,0,21.99,7.28,348.03,No,SM92716
21-11-2025,14,Mumbai,MUM,G848,Industrial,119.89,32.44,61.99,225.72,0,33.45,8.89,1065.43,No,SM55352
11-08-2025,2,Bangalore,BLR,G982,Industrial,100.53,50.1,61.05,224.21,0,30.68,7.45,748.93,No,SM58430
11-09-2025,6,Delhi,DEL,G175,Industrial,153.7,39.52,68.37,225.17,0,32.78,8.1,1244.84,No,SM27326
15-12-2025,4,Kolkata,PUN,G613,Commercial,18.81,5.98,40.92,220.17,0,30.7,6.45,121.34,No,SM61694
27-10-2025,6,Chandigarh,CHD,G759,Industrial,64.07,28.16,46.41,224.9,0,25.61,6.04,386.72,No,SM72877
21-06-2025,15,Ahmedabad,AMD,G177,Industrial,213.93,102.98,73.39,231.18,0,30.49,5.8,1241.04,No,SM41087
17-07-2025,3,Chennai,CHE,G212,Commercial,13.21,6.23,49.32,228.62,0,27.41,7.04,93.03,No,SM74871
21-01-2025,5,Delhi,DEL,G484,Residential,3.83,0.9,46.38,227.36,0,23.9,8.36,32.07,No,SM25704
21-07-2025,22,Chandigarh,CHD,G248,Residential,12.12,4.54,43.21,230.3,0,21.76,5.94,71.96,Yes,SM46882
03-05-2025,6,Bangalore,BLR,G788,Commercial,40.84,16.58,58.08,231.73,0,22,6.96,284.14,No,SM80379
23-11-2025,16,Kolkata,PUN,G700,Industrial,139.49,49.72,72.11,230.6,0,30.95,6.35,886.25,No,SM48897
11-06-2025,0,Mumbai,MUM,G452,Industrial,155.89,40.46,54.59,234.76,0,33.51,8.84,1377.61,No,SM62876
11-02-2025,20,Delhi,DEL,G827,Commercial,69.78,18.84,65.98,227.1,0,23.54,7.58,529.18,Yes,SM28120
02-08-2025,9,Delhi,DEL,G433,Residential,4.05,0.85,56.4,230.7,0,28.32,7.53,30.51,No,SM66846
05-04-2025,8,Bangalore,BLR,G298,Industrial,202.11,112.84,59.21,225.97,0,22.34,6.69,1351.12,No,SM25482
16-07-2025,11,Mumbai,MUM,G466,Commercial,81.86,33.78,62.19,220.71,0,31.46,8.73,714.98,No,SM41214
17-06-2025,19,Delhi,DEL,G634,Industrial,385.23,155.65,73.52,230.83,0,25.11,8.09,3117.67,Yes,SM60525
21-10-2025,5,Kolkata,PUN,G755,Commercial,19.78,6.41,40,230.22,0,29.8,6.21,122.75,No,SM31601
29-04-2025,7,Mumbai,MUM,G210,Residential,6.55,0.98,30.66,226.42,0,29.99,9.22,60.45,No,SM51356
24-11-2025,21,Kolkata,PUN,G523,Residential,15.03,4.09,40.5,228.36,1,31.29,6.59,99.06,Yes,SM17100
15-08-2025,18,Mumbai,MUM,G486,Industrial,357.44,65.16,88.74,223.69,0,29.29,8.84,3159.11,Yes,SM82918
11-06-2025,9,Delhi,DEL,G287,Residential,9.31,2.65,58.93,225.37,0,26.71,8.03,74.82,No,SM13387
02-07-2025,14,Kolkata,PUN,G700,Industrial,122.97,44.84,56.36,234.95,0,27.85,6.54,804.09,No,SM78067
06-06-2025,14,Chandigarh,CHD,G124,Residential,5.12,2.09,51.51,227.08,0,21.96,5.82,29.83,No,SM64955
10-01-2025,22,Delhi,DEL,G291,Commercial,111.6,41.87,46.16,221.16,0,26,7.79,869.75,Yes,SM14780
09-07-2025,11,Chennai,CHE,G112,Industrial,261.04,140.03,76.1,231.05,1,31.1,7.86,2053.06,No,SM75578
01-12-2025,21,Bangalore,BLR,G735,Commercial,98,58.13,47.8,223.07,0,26.97,7.41,726.17,Yes,SM84760
26-12-2025,1,Hyderabad,HYD,G764,Industrial,66.68,38.6,37.67,223.96,0,32.26,6.72,447.79,No,SM51209
30-09-2025,12,Chennai,CHE,G864,Commercial,33.85,17.16,42.39,233.31,0,27.33,7.03,237.84,No,SM84745
28-12-2025,6,Mumbai,MUM,G151,Residential,12.36,1.85,59.24,228.36,0,28.46,9.32,115.23,No,SM26867
11-05-2025,16,Delhi,DEL,G969,Industrial,206.99,63.92,55.7,226.05,0,26.86,8.03,1661.28,No,SM78747
06-05-2025,7,Chennai,CHE,G445,Commercial,52.12,21.76,37.21,223.76,0,30.08,7.77,404.74,No,SM90747
05-08-2025,22,Bangalore,BLR,G203,Residential,15.01,7.83,48.5,227.44,0,24.3,6.54,98.13,Yes,SM86760
25-11-2025,2,Delhi,DEL,G894,Commercial,33.6,9.66,55.36,230.13,0,23.13,8.26,277.47,No,SM29592
13-04-2025,0,Bangalore,BLR,G558,Industrial,131.89,71.51,46.19,231.22,0,30.24,6.71,884.7,No,SM39622
26-10-2025,7,Delhi,DEL,G308,Industrial,175.81,60.68,70.58,229.59,0,27.31,7.54,1325.48,No,SM11302
14-03-2025,17,Bangalore,BLR,G903,Commercial,42.97,22.19,39.3,234.24,0,22.78,6.66,286.25,No,SM37326
18-07-2025,4,Mumbai,MUM,G757,Commercial,31.44,8.32,47.14,225.96,0,25.35,8.77,275.81,No,SM72417
26-06-2025,23,Bangalore,BLR,G591,Residential,11.69,5.01,43.17,232.03,0,29.8,6.73,78.69,No,SM20484
19-12-2025,11,Delhi,DEL,G228,Residential,14.69,7,47.47,233.17,0,29.78,8.36,122.86,No,SM82976
25-05-2025,15,Chennai,CHE,G704,Commercial,32.62,14.1,48.26,227.65,1,32.88,7.06,230.32,No,SM35729
04-08-2025,14,Mumbai,MUM,G813,Industrial,136.65,39.73,70.66,230.13,0,29.4,9.02,1232.59,No,SM26924
20-05-2025,22,Kolkata,PUN,G817,Industrial,208.28,61.7,59.64,224.08,0,22.06,6.25,1302.27,Yes,SM29757
09-05-2025,16,Chandigarh,CHD,G986,Industrial,142.58,65.81,73.26,227.33,1,28.41,5.84,832.23,No,SM71608
01-03-2025,19,Chennai,CHE,G276,Residential,12.58,5.77,49.26,231.11,0,31.12,7.01,88.18,Yes,SM55173
30-07-2025,17,Mumbai,MUM,G372,Commercial,53.23,17.79,54.32,220.27,0,28.43,9.14,486.53,No,SM73775
14-03-2025,11,Chennai,CHE,G648,Residential,9.11,4.34,57.91,230.06,0,32.05,7.63,69.47,No,SM36045
10-05-2025,2,Ahmedabad,AMD,G500,Residential,6.02,3.26,52.6,234.18,0,28.23,6.46,38.84,No,SM80782
14-11-2025,22,Mumbai,MUM,G620,Residential,7.1,1.54,36.71,234.16,0,28.14,8.54,60.7,Yes,SM34420
07-06-2025,19,Chandigarh,CHD,G389,Residential,18.4,6.1,39.84,225.93,0,21.88,6.41,118,Yes,SM65061
27-10-2025,11,Hyderabad,HYD,G428,Commercial,60.57,23.5,54.06,228.59,0,30.21,6.52,394.69,No,SM21063
11-06-2025,21,Chandigarh,CHD,G722,Residential,12.63,5.36,39.26,233.2,0,26.56,5.83,73.67,Yes,SM15736
09-03-2025,17,Bangalore,BLR,G589,Commercial,21.29,8.61,51.13,226.09,0,27.52,6.84,145.54,No,SM94511
08-08-2025,1,Bangalore,BLR,G950,Residential,3.95,1.91,43.4,223.92,0,25.91,7.13,28.15,No,SM34338
09-08-2025,1,Hyderabad,HYD,G642,Industrial,62.6,33.42,41.26,234.08,0,33.89,7.01,439.09,No,SM18104
05-09-2025,15,Chandigarh,CHD,G356,Industrial,128.04,52.83,70.8,230.08,0,26.6,6.45,825.27,No,SM74655
09-11-2025,18,Delhi,DEL,G246,Industrial,291.84,79.43,79.18,230.5,0,28.72,8.44,2461.78,Yes,SM24151
09-08-2025,5,Delhi,DEL,G940,Industrial,69.13,23.73,53.91,223.52,0,30.21,8.33,575.65,No,SM34257
30-05-2025,18,Chennai,CHE,G424,Commercial,43.35,25.38,41.33,233.08,0,31.01,7.87,341.33,Yes,SM42648
06-04-2025,10,Chennai,CHE,G818,Commercial,61.42,22.68,43.14,229.17,0,31.55,7.39,454.18,No,SM99955
12-02-2025,19,Bangalore,BLR,G749,Residential,11.98,5.91,33.2,221.52,0,30.6,6.82,81.74,Yes,SM54499
26-06-2025,18,Delhi,DEL,G326,Industrial,395.22,187.13,77.52,224.85,0,23.04,7.61,3008.59,Yes,SM95480
20-07-2025,9,Kolkata,PUN,G957,Residential,12.97,4.02,43.32,227.79,0,31.97,6.71,87.04,No,SM23617
14-09-2025,0,Delhi,DEL,G342,Commercial,13.27,4.27,42.33,228,0,31.1,7.87,104.49,No,SM60479
17-06-2025,13,Chandigarh,CHD,G797,Residential,5.36,2,45.54,222.99,0,28.59,6.07,32.52,No,SM32210
11-02-2025,23,Chennai,CHE,G616,Industrial,160.06,69.21,47.01,220.94,0,34.73,7.39,1182.68,No,SM90151
11-05-2025,21,Delhi,DEL,G895,Residential,25.47,7.05,57.55,233.23,0,27.03,8.09,206.12,Yes,SM87435
03-11-2025,5,Chennai,CHE,G190,Residential,7.04,4.76,40.7,223.8,0,30.31,7.45,52.45,No,SM16993
03-04-2025,0,Ahmedabad,AMD,G960,Residential,3.49,1.99,47.35,221.66,0,30.15,5.8,20.22,No,SM19234
26-03-2025,3,Delhi,DEL,G504,Industrial,89.35,30.3,64.94,227.26,0,26.54,8.05,719.14,No,SM59783
20-12-2025,7,Ahmedabad,AMD,G739,Residential,7.86,4.31,46.79,228.97,0,31.48,6.04,47.44,No,SM15220
05-04-2025,4,Mumbai,MUM,G949,Industrial,95.49,32.05,57.55,230.53,0,27.4,9.17,876.1,No,SM46955
01-02-2025,3,Kolkata,PUN,G627,Commercial,8.53,2.45,52.85,224.34,0,23.91,6.28,53.55,No,SM24716
31-01-2025,18,Hyderabad,HYD,G301,Residential,18.67,8.63,41.87,234.14,0,25.27,6.71,125.25,Yes,SM44070
07-09-2025,2,Chennai,CHE,G687,Industrial,57.53,24.49,43.75,234.18,0,30.63,7.47,429.9,No,SM60632
16-09-2025,0,Bangalore,BLR,G172,Industrial,128.32,59.37,44.83,229.1,0,21.21,6.66,855,No,SM29110
04-03-2025,13,Mumbai,MUM,G905,Residential,9.08,3.07,43.91,230.77,0,34.92,9.29,84.36,No,SM48267
18-12-2025,3,Kolkata,PUN,G844,Residential,3.11,1.04,52.32,220.79,0,29.41,6.38,19.83,No,SM24385
19-04-2025,18,Delhi,DEL,G912,Commercial,44.6,16.87,52.46,230.73,0,29.72,7.6,339.13,Yes,SM77293
12-09-2025,17,Delhi,DEL,G123,Commercial,34.61,13.81,43.46,220.42,0,30.81,7.93,274.25,No,SM14987
11-03-2025,17,Delhi,DEL,G709,Industrial,129.13,28.79,42.91,222.47,0,25.25,8.43,1088.34,No,SM26899
07-11-2025,8,Chennai,CHE,G753,Residential,7.12,3.67,58.71,222.06,0,26.54,7.1,50.59,No,SM25138
07-04-2025,13,Chandigarh,CHD,G664,Industrial,93.29,19.56,52.33,224.73,0,25.3,6.18,576.28,No,SM40332
30-03-2025,23,Kolkata,PUN,G233,Industrial,120.22,46.88,60.77,228.65,0,26.02,6.49,780.29,No,SM25957
